Name,Email,Phone,Gender,County,Household_Size,Residence_Category,Cylinder_Size,Delivery_Time,Other_Fuel_Usage,Average_Usage_Days,Usage_Segment
Paul Achieng,paul.achieng87@gmail.com,254749453027,Female,Nandi,10,House,13kg,Morning,Firewood,144,At-Risk
John Omondi,john.omondi66@gmail.com,254790026124,Male,Tana River,4,Apartment,13kg,Evening,Kerosene,90,Regular Users
Jane Kibet,jane.kibet5@gmail.com,254748460244,Male,Narok,6,Apartment,6kg,Evening,Charcoal,126,At-Risk
Lilian Achieng,lilian.achieng80@gmail.com,254717847242,Female,Nakuru,4,Bedsitter,13kg,Evening,Charcoal,69,Regular Users
Mercy Otieno,mercy.otieno97@gmail.com,254723134775,Female,Samburu,6,Bedsitter,13kg,Morning,Charcoal,84,Regular Users
Michael Kamau,michael.kamau4@gmail.com,254729886413,Female,Mombasa,2,Bedsitter,13kg,Morning,Electricity,118,Low Users
James Achieng,james.achieng19@gmail.com,254718584474,Female,Tana River,3,Bedsitter,13kg,Afternoon,None,51,Regular Users
Paul Kamau,paul.kamau47@gmail.com,254743126109,Female,Busia,10,Business,6kg,Morning,Electricity,77,Regular Users
Jane Omondi,jane.omondi88@gmail.com,254743294864,Male,Kakamega,7,Bedsitter,13kg,Afternoon,None,147,At-Risk
Faith Kuria,faith.kuria65@gmail.com,254781717873,Male,Kisii,6,Apartment,6kg,Afternoon,Charcoal,131,At-Risk
Faith Cheruiyot,faith.cheruiyot34@gmail.com,254744933745,Female,Makueni,6,Business,50kg,Morning,Firewood,87,Regular Users
David Kiptoo,david.kiptoo70@gmail.com,254795175273,Female,Nairobi,1,Bedsitter,13kg,Afternoon,Charcoal,59,Regular Users
James Omondi,james.omondi14@gmail.com,254758414148,Male,Samburu,2,Business,6kg,Evening,Firewood,109,Low Users
Agnes Kibet,agnes.kibet86@gmail.com,254759106321,Male,Siaya,5,Business,6kg,Morning,Electricity,47,Regular Users
Joseph Mugo,joseph.mugo12@gmail.com,254798893131,Female,Bungoma,4,Business,13kg,Afternoon,Kerosene,115,Low Users
Peter Mugo,peter.mugo35@gmail.com,254773191650,Female,Narok,10,Bedsitter,13kg,Afternoon,Charcoal,50,Regular Users
Michael Kamau,michael.kamau67@gmail.com,254790429069,Male,Embu,8,Apartment,13kg,Morning,Firewood,22,Heavy Users
Mary Kuria,mary.kuria21@gmail.com,254733491070,Female,Lamu,6,House,6kg,Evening,Firewood,43,Heavy Users
Esther Achieng,esther.achieng84@gmail.com,254754492192,Male,Machakos,5,Business,13kg,Morning,Firewood,34,Heavy Users
Grace Mutua,grace.mutua92@gmail.com,254718529310,Female,Kajiado,4,Apartment,13kg,Afternoon,Electricity,64,Regular Users
Lilian Kibet,lilian.kibet33@gmail.com,254768182767,Male,Nyandarua,3,House,13kg,Morning,Electricity,27,Heavy Users
Peter Otieno,peter.otieno77@gmail.com,254702715793,Female,Nakuru,9,Business,13kg,Evening,Firewood,90,Regular Users
Faith Omondi,faith.omondi46@gmail.com,254704354770,Male,Trans Nzoia,2,Apartment,50kg,Evening,Charcoal,127,At-Risk
Michael Mutua,michael.mutua39@gmail.com,254707107328,Female,Kajiado,2,Bedsitter,50kg,Evening,None,134,At-Risk
John Maina,john.maina51@gmail.com,254784813276,Male,Lamu,6,Apartment,13kg,Morning,Firewood,122,At-Risk
Grace Muriuki,grace.muriuki49@gmail.com,254744980613,Female,Turkana,7,Bedsitter,50kg,Afternoon,Firewood,144,At-Risk
Agnes Kuria,agnes.kuria21@gmail.com,254703227263,Female,Isiolo,5,Bedsitter,Other,Evening,Charcoal,76,Regular Users
Ruth Kamau,ruth.kamau98@gmail.com,254758679495,Female,Kericho,10,Apartment,50kg,Afternoon,Charcoal,49,Regular Users
John Ngugi,john.ngugi2@gmail.com,254769807372,Female,Baringo,6,Bedsitter,13kg,Afternoon,None,133,At-Risk
Joseph Kiptoo,joseph.kiptoo67@gmail.com,254718340652,Female,Kitui,9,Bedsitter,13kg,Evening,None,136,At-Risk
Robert Kibet,robert.kibet3@gmail.com,254766105519,Male,Lamu,10,House,50kg,Morning,Charcoal,79,Regular Users
Daniel Cheruiyot,daniel.cheruiyot14gmail.com,254713300052,Male,Mandera,6,Bedsitter,6kg,Evening,None,117,Low Users
Peter Onyango,peter.onyango99@gmail.com,254732653030,Male,Kiambu,3,House,13kg,Morning,Charcoal,145,At-Risk
Agnes Kibet,agnes.kibet96@gmail.com,254733094148,Female,Samburu,6,House,13kg,Afternoon,Charcoal,113,Low Users
Michael Mutua,michael.mutua81@gmail.com,254754628706,Female,Makueni,2,Bedsitter,6kg,Morning,Electricity,141,At-Risk
Grace Cheruiyot,grace.cheruiyot67@gmail.com,254795877679,Female,Kiambu,3,Business,13kg,Evening,Electricity,127,At-Risk
Jane Ngugi,jane.ngugi8@gmail.com,254782569701,Male,Kiambu,4,Apartment,6kg,Morning,Electricity,23,Heavy Users
Ruth Kimani,ruth.kimani73@gmail.com,254748497366,Female,Embu,2,Apartment,6kg,Morning,Charcoal,112,Low Users
Joseph Mwangi,joseph.mwangi1@gmail.com,254731252576,Male,Siaya,10,Apartment,13kg,Evening,Charcoal,25,Heavy Users
Susan Mugo,susan.mugo37@gmail.com,254756919243,Female,Wajir,2,House,50kg,Afternoon,Charcoal,51,Regular Users
Mary Otieno,mary.otieno30@gmail.com,254768631726,Female,Kiambu,6,House,6kg,Evening,Firewood,125,At-Risk
Esther Ngugi,esther.ngugi56@gmail.com,254781395835,Male,Kiambu,5,Bedsitter,50kg,Evening,Charcoal,34,Heavy Users
David Mugo,david.mugo24@gmail.com,254755986313,Male,Bungoma,4,Apartment,13kg,Morning,Charcoal,141,At-Risk
Susan Omondi,susan.omondi76@gmail.com,254730187658,Male,Migori,3,Bedsitter,13kg,Evening,Electricity,115,Low Users
Joseph Achieng,joseph.achieng51@gmail.com,254776495829,Male,Kitui,7,House,13kg,Morning,Charcoal,25,Heavy Users
Agnes Onyango,agnes.onyango81@gmail.com,254717218372,Female,Makueni,5,House,13kg,Morning,Charcoal,131,At-Risk
Mercy Achieng,mercy.achieng36@gmail.com,254735420241,Male,Taita Taveta,7,Bedsitter,13kg,Evening,Charcoal,139,At-Risk
Ruth Kimani,ruth.kimani56@gmail.com,254797626397,Male,Narok,4,Apartment,13kg,Evening,Charcoal,142,At-Risk
Esther Ngugi,esther.ngugi71@gmail.com,254799284865,Male,Nairobi,2,House,13kg,Evening,Firewood,86,Regular Users
Faith Achieng,faith.achieng87@gmail.com,254720040488,Female,Nyeri,3,Apartment,6kg,Afternoon,None,125,At-Risk
John Kuria,"john.kuria77@gmail.com,",254763275768,Female,Nyeri,3,Bedsitter,13kg,Evening,Electricity,62,Regular Users
Jane Mugo,jane.mugo92@gmail.com,254760443585,Female,Uasin Gishu,8,House,13kg,Morning,None,115,Low Users
Mary Karanja,mary.karanja44@gmail.com,254785060860,Female,Busia,5,Apartment,13kg,Afternoon,Firewood,100,Low Users
Peter Maina,peter.maina67@gmail.com,254741033572,Female,Nairobi,2,House,13kg,Evening,Charcoal,60,Regular Users
Lilian Muriuki,lilian.muriuki64@gmail.com,254702498258,Female,Kitui,10,House,13kg,Evening,Firewood,54,Regular Users
Daniel Karanja,daniel.karanja87@gmail.com,254796959756,Male,Kisumu,4,Apartment,50kg,Evening,Electricity,41,Heavy Users
Ruth Muriuki,ruth.muriuki4@gmail.com,254770639447,Male,Uasin Gishu,4,House,13kg,Afternoon,Kerosene,131,At-Risk
Joseph Mugo,joseph.mugo27@gmail.com,254706089894,Female,Kakamega,8,Bedsitter,13kg,Afternoon,Charcoal,30,Heavy Users
Agnes Mutua,agnes.mutua63@gmail.com,254777978603,Male,Trans Nzoia,3,House,13kg,Afternoon,Firewood,22,Heavy Users
Jane Omondi,jane.omondi16@gmail.com,254764308815,Male,Migori,9,Business,13kg,Morning,Electricity,79,Regular Users
Peter Otieno,peter.otieno61@gmail.com,254795037411,Male,Kisumu,5,Bedsitter,6kg,Evening,Charcoal,95,Low Users
Mark Onyango,mark.onyango62@gmail.com,254754948893,Male,Nairobi,8,Apartment,13kg,Morning,Electricity,106,Low Users
Jane Otieno,jane.otieno35@gmail.com,254715647829,Male,Vihiga,6,House,50kg,Evening,Firewood,33,Heavy Users
David Mwangi,david.mwangi55@gmail.com,254787432789,Male,Kisumu,3,Apartment,13kg,Evening,None,37,Heavy Users
Joseph Cheruiyot,joseph.cheruiyot54@gmail.com,254741879394,Male,Nairobi,3,Business,13kg,Afternoon,Charcoal,132,At-Risk
Faith Achieng,faith.achieng5@gmail.com,254777887517,Female,Makueni,7,Business,13kg,Morning,Charcoal,92,Low Users
Susan Mwangi,susan.mwangi30@gmail.com,254700047853,Female,Bungoma,8,Bedsitter,13kg,Evening,Electricity,42,Heavy Users
Ruth Cheruiyot,ruth.cheruiyot30@gmail.com,254730280514,Male,Tharaka Nithi,3,Bedsitter,6kg,Afternoon,Electricity,102,Low Users
Esther Mwangi,esther.mwangi37@gmail.com,254781214044,Female,Nairobi,2,Apartment,6kg,Afternoon,Kerosene,144,At-Risk
Peter Onyango,peter.onyango33@gmail.com,254768303642,Male,Nyamira,7,Apartment,13kg,Evening,Firewood,88,Regular Users
Lilian Kimani,"lilian.kimani36@gmail.com,",254707193166,Male,Trans Nzoia,7,House,6kg,Morning,Charcoal,66,Regular Users
Ruth Achieng,ruth.achieng34@gmail.com,254722308441,Female,Bungoma,2,Business,13kg,Evening,Charcoal,135,At-Risk
Paul Onyango,paul.onyango21@gmail.com,254744351331,Female,Trans Nzoia,10,Business,13kg,Morning,Electricity,49,Regular Users
Michael Kibet,michael.kibet39@gmail.com,254716095277,Male,Homa Bay,9,Apartment,13kg,Evening,Electricity,44,Heavy Users
Mark Mugo,mark.mugo98@gmail.com,254793493023,Female,Busia,9,Apartment,13kg,Evening,Charcoal,131,At-Risk
Joseph Onyango,joseph.onyango14@gmail.com,254783294395,Male,Bomet,8,House,13kg,Evening,Firewood,44,Heavy Users
Esther Achieng,esther.achieng1gmail.com,254732089763,Male,Muranga,4,Business,Other,Morning,Electricity,93,Low Users
David Achieng,david.achieng52@gmail,254779048590,Female,Kiambu,1,House,Other,Morning,Kerosene,77,Regular Users
Daniel Achieng,daniel.achieng9@gmail.com,254762299731,Female,Meru,5,Business,Other,Morning,Charcoal,113,Low Users
Paul Maina,paul.maina88@gmail.com,254707652509,Female,Tana River,6,Apartment,13kg,Morning,Electricity,138,At-Risk
Susan Cheruiyot,susan.cheruiyot15@gmail.com,254786807075,Female,Turkana,7,Apartment,13kg,Morning,Charcoal,146,At-Risk
James Maina,james.maina59@gmail.com,254734530710,Male,Nakuru,2,House,13kg,Afternoon,Charcoal,44,Heavy Users
Michael Kamau,michael.kamau30@gmail.com,254789328269,Male,Kajiado,5,Business,13kg,Morning,Firewood,97,Low Users
Paul Omondi,paul.omondi21@gmail.com,254768665691,Female,Isiolo,1,House,6kg,Afternoon,None,118,Low Users
Robert Kibet,robert.kibet38@gmail.com,254730620835,Male,Bungoma,9,Business,13kg,Evening,Charcoal,135,At-Risk
Paul Kamau,paul.kamau55@gmail.com,254745620043,Female,Mombasa,5,Business,13kg,Afternoon,Electricity,67,Regular Users
Grace Maina,grace.maina34@gmail.com,254708464432,Male,Kisumu,4,Business,13kg,Evening,Electricity,29,Heavy Users
David Kimani,david.kimani66@gmail.com,254775683267,Female,Turkana,4,Bedsitter,13kg,Evening,Firewood,118,Low Users
Ruth Kimani,ruth.kimani33@gmail.com,254788603072,Male,Uasin Gishu,3,Business,6kg,Evening,Charcoal,30,Heavy Users
Daniel Onyango,daniel.onyango29@gmial.com,254711283959,Female,Laikipia,2,Bedsitter,13kg,Morning,None,104,Low Users
Jane Cheruiyot,jane.cheruiyot67@gmail.com,254710367728,Female,Nairobi,9,Apartment,13kg,Afternoon,Firewood,145,At-Risk
Agnes Ngugi,agnes.ngugi79@gmail.com,254795098168,Male,Nyamira,7,House,6kg,Morning,Firewood,83,Regular Users
Ruth Karanja,ruth.karanja45@gmail.com,254779571265,Male,Tana River,10,House,13kg,Evening,None,21,Heavy Users
John Mwangi,"john.mwangi33@gmail.com,",254798596750,Female,Makueni,4,Bedsitter,13kg,Morning,Electricity,95,Low Users
Susan Mugo,susan.mugo84@gmail.com,254727595353,Female,Makueni,9,Business,13kg,Evening,Charcoal,140,At-Risk
Susan Mwangi,susan.mwangi78@gmail.com,254769407110,Female,Bomet,9,Business,13kg,Afternoon,None,61,Regular Users
John Karanja,john.karanja88@gmail.com,254749856878,Female,Tana River,4,Bedsitter,13kg,Afternoon,Electricity,73,Regular Users
David Onyango,david.onyango21@gmail.com,254776530819,Female,Samburu,10,House,13kg,Evening,Charcoal,94,Low Users
Robert Mutua,robert.mutua91@gmail.com,254753247261,Male,Makueni,6,Bedsitter,6kg,Afternoon,Charcoal,35,Heavy Users
Agnes Achieng,agnes.achieng22@gmail.com,254770368293,Male,Nyeri,9,Bedsitter,13kg,Morning,Charcoal,37,Heavy Users
Lilian Maina,lilian.maina73@gmail.com,254716696134,Male,Elgeyo Marakwet,8,House,13kg,Evening,Kerosene,109,Low Users
Lilian Kuria,lilian.kuria65@gmail.com,254718666904,Female,Machakos,2,Business,13kg,Evening,Charcoal,25,Heavy Users
Grace Omondi,grace.omondi44@gmail.com,254783952294,Female,Turkana,6,Business,13kg,Afternoon,Electricity,127,At-Risk
Mark Mugo,mark.mugo51@gmail.com,254713911858,Female,Wajir,3,Bedsitter,Other,Evening,Firewood,67,Regular Users
David Cheruiyot,david.cheruiyot5@gmail.com,254701733894,Male,Uasin Gishu,9,House,Other,Morning,Firewood,61,Regular Users
Robert Mwangi,robert.mwangi11@gmail.com,254730213026,Male,Migori,7,House,13kg,Evening,None,95,Low Users
Lilian Muriuki,"lilian.muriuki73@gmail.com,",254792879476,Male,Narok,8,House,13kg,Morning,Kerosene,96,Low Users
David Karanja,david.karanja15@gmail.com,254716422362,Male,Mombasa,3,Bedsitter,13kg,Evening,Electricity,149,At-Risk
Jane Kibet,jane.kibet99@gmail.com,254792197745,Male,Kakamega,9,House,13kg,Morning,Charcoal,78,Regular Users
Susan Cheruiyot,susan.cheruiyot25@gmail.com,254790347733,Male,Kisii,2,House,13kg,Afternoon,Charcoal,46,Regular Users
Lilian Karanja,lilian.karanja64@@gmail.com,254706012270,Female,Samburu,10,Bedsitter,13kg,Afternoon,Electricity,98,Low Users
Agnes Cheruiyot,agnes.cheruiyot56@gmail.com,254729475158,Male,Nyeri,3,House,13kg,Evening,Charcoal,91,Low Users
Jane Kimani,jane.kimani57@gmail.com,254788521469,Female,Kiambu,1,House,13kg,Afternoon,Firewood,26,Heavy Users
Daniel Njoroge,daniel.njoroge60@gmail.com,254721803488,Male,Homa Bay,2,House,13kg,Evening,Electricity,130,At-Risk
Jane Njoroge,jane.njoroge35@gmail.com,254778950572,Female,Garissa,4,Bedsitter,13kg,Morning,Kerosene,138,At-Risk
Faith Maina,"faith.maina88@gmail.com,",254737152887,Female,Nairobi,2,Apartment,13kg,Afternoon,Charcoal,82,Regular Users
Joseph Muriuki,joseph.muriuki39@gmail.com,254782190111,Male,West Pokot,4,Apartment,6kg,Morning,None,143,At-Risk
Joseph Mugo,joseph.mugo71@gmail.com,254780611313,Male,Nyeri,6,Business,6kg,Evening,Charcoal,31,Heavy Users
Grace Kiptoo,grace.kiptoo30@gmail.com,254716779846,Male,Kirinyaga,7,Business,13kg,Morning,Charcoal,62,Regular Users
James Njoroge,james.njoroge85@gmail.com,254700349120,Male,Nairobi,5,Business,13kg,Morning,Electricity,36,Heavy Users
Agnes Mugo,agnes.mugo11@gmail.com,254777313400,Male,Tharaka Nithi,1,Bedsitter,13kg,Afternoon,Charcoal,82,Regular Users
Daniel Kibet,daniel.kibet53@gmail.com,254785105535,Male,Kiambu,7,House,13kg,Afternoon,None,139,At-Risk
Paul Njoroge,paul.njoroge47@gmail.com,254716896602,Male,Isiolo,4,Bedsitter,Other,Evening,Electricity,55,Regular Users
Joseph Maina,joseph.maina67@gmail.com,254795469819,Male,West Pokot,6,House,13kg,Morning,Charcoal,27,Heavy Users
Michael Karanja,michael.karanja69@gmail.com,254736738425,Female,Nyamira,7,Bedsitter,13kg,Evening,Charcoal,88,Regular Users
Faith Mugo,faith.mugo49@gmail.com,254772106000,Male,Nairobi,6,Apartment,13kg,Morning,None,109,Low Users
Mercy Otieno,mercy.otieno58@gmail.com,254774237293,Male,Nairobi,5,Apartment,13kg,Afternoon,Firewood,55,Regular Users
Joseph Kuria,joseph.kuria97@gmail.com,254703250226,Male,Nyandarua,2,Bedsitter,Other,Morning,Kerosene,47,Regular Users
Mercy Kiptoo,mercy.kiptoo36@gmail.com,254752520713,Male,Kilifi,5,Bedsitter,6kg,Afternoon,Charcoal,137,At-Risk
Ruth Omondi,ruth.omondi68@gmail.com,254745090045,Female,Nairobi,4,Business,6kg,Morning,Firewood,112,Low Users
James Kamau,james.kamau29@gmail.com,254791550358,Male,Elgeyo Marakwet,8,Business,Other,Evening,Electricity,95,Low Users
Mark Maina,mark.maina45@gmail.com,254794708087,Male,Lamu,4,Bedsitter,13kg,Evening,Charcoal,120,Low Users
James Njoroge,james.njoroge74@gmail.com,254765762949,Male,Elgeyo Marakwet,8,Apartment,13kg,Morning,Charcoal,33,Heavy Users
Robert Kuria,robert.kuria76@gmail.com,254756765682,Female,Makueni,6,Apartment,6kg,Afternoon,Electricity,90,Regular Users
Peter Mwangi,peter.mwangi36@gmail.com,254720025506,Female,Nandi,6,Apartment,6kg,Afternoon,Firewood,143,At-Risk
Mary Muriuki,mary.muriuki20@gmail.com,254750957679,Female,Garissa,8,Business,13kg,Morning,Charcoal,144,At-Risk
Joseph Mugo,joseph.mugo60@gmail.com,254772687133,Male,Laikipia,3,House,13kg,Afternoon,Electricity,56,Regular Users
David Onyango,david.onyango96@gmail.com,254774455330,Female,Nyeri,8,Apartment,13kg,Evening,Electricity,48,Regular Users
Mercy Muriuki,mercy.muriuki43@gmail.com,254740308873,Female,West Pokot,8,House,13kg,Afternoon,Charcoal,38,Heavy Users
David Kiptoo,david.kiptoo81@gmail.com,254785698471,Female,Trans Nzoia,6,House,50kg,Morning,Charcoal,125,At-Risk
James Onyango,james.onyango39@gmail.com,254780047488,Male,Siaya,9,Apartment,13kg,Afternoon,Charcoal,40,Heavy Users
Joseph Cheruiyot,joseph.cheruiyot53@gmail.com,254708114750,Male,Kiambu,5,House,13kg,Evening,None,83,Regular Users
Susan Cheruiyot,susan.cheruiyot64@gmial.com,254771437793,Female,Kitui,8,House,Other,Morning,Firewood,46,Regular Users
Esther Mutua,esther.mutua72@gmail.com,254759100943,Female,Homa Bay,7,Business,13kg,Evening,Charcoal,74,Regular Users
Ruth Kuria,ruth.kuria39@gmail.com,254774692909,Male,Muranga,8,Business,13kg,Morning,Charcoal,48,Regular Users
David Njoroge,david.njoroge94@gmail.com,254713573372,Male,Embu,10,Apartment,6kg,Afternoon,Charcoal,44,Heavy Users
Susan Kamau,susan.kamau53@gmail.com,254728515615,Female,Nairobi,3,Business,6kg,Morning,Firewood,89,Regular Users
Lilian Otieno,lilian.otieno69@gmail.com,254749911390,Male,Turkana,2,Business,50kg,Evening,Charcoal,82,Regular Users
Daniel Achieng,daniel.achieng26@gmail.com,254724470260,Male,Meru,10,Apartment,6kg,Afternoon,Charcoal,149,At-Risk
Agnes Otieno,agnes.otieno54@gmail.com,254717488968,Male,Makueni,3,House,13kg,Morning,Electricity,35,Heavy Users
Esther Mugo,esther.mugo4@gmail.com,254797150166,Female,Kiambu,7,Business,13kg,Evening,Charcoal,119,Low Users
John Onyango,john.onyango90@gmail.com,254782804570,Female,Kajiado,4,Apartment,6kg,Evening,Electricity,49,Regular Users
Grace Kamau,grace.kamau14@gmail.com,254722407559,Male,Nakuru,1,Bedsitter,13kg,Evening,None,64,Regular Users
Daniel Kamau,daniel.kamau80@gmail.com,254793354201,Female,Kisii,4,Bedsitter,13kg,Morning,None,38,Heavy Users
Susan Kamau,susan.kamau8@gmail.com,254797948339,Male,Makueni,2,Bedsitter,6kg,Afternoon,Firewood,53,Regular Users
Joseph Achieng,joseph.achieng40@gmail.com,254768405868,Male,Homa Bay,3,Bedsitter,50kg,Evening,Charcoal,81,Regular Users
Joseph Mugo,joseph.mugo61@gmail.com,254728785390,Male,Nakuru,4,Apartment,13kg,Evening,Charcoal,137,At-Risk
Joseph Mwangi,joseph.mwangi35@gmail.com,254705686129,Male,Mandera,7,Bedsitter,6kg,Morning,Kerosene,119,Low Users
Ruth Cheruiyot,ruth.cheruiyot57@gmail.com,254715092228,Female,Makueni,7,Business,13kg,Afternoon,Firewood,41,Heavy Users
Agnes Kimani,agnes.kimani85@gmail.com,254703205706,Female,Laikipia,9,Business,13kg,Morning,Electricity,130,At-Risk
Jane Kibet,jane.kibet14@gmail.com,254701909904,Female,Nyamira,10,Business,13kg,Morning,Electricity,92,Low Users
John Kiptoo,john.kiptoo70@gmail.com,254777968041,Female,Elgeyo Marakwet,9,Business,13kg,Afternoon,None,57,Regular Users
Daniel Kimani,daniel.kimani68gmail.com,254759627373,Female,Migori,10,Business,Other,Morning,Charcoal,89,Regular Users
David Karanja,david.karanja30@gmail.com,254717001201,Male,Kajiado,8,Apartment,13kg,Evening,Electricity,135,At-Risk
Mary Maina,mary.maina22@gmail.com,254743530544,Male,Bungoma,2,Business,6kg,Morning,Electricity,98,Low Users
Paul Ngugi,paul.ngugi19@gmail.com,254744115756,Female,Nairobi,1,House,13kg,Afternoon,Electricity,28,Heavy Users
Michael Muriuki,michael.muriuki12@gmail.com,254771446887,Male,Kericho,10,Apartment,Other,Evening,Charcoal,51,Regular Users
Ruth Njoroge,ruth.njoroge68@gmail.com,254718640612,Male,Mandera,3,Apartment,6kg,Morning,Charcoal,69,Regular Users
John Kimani,john.kimani40@gmial.com,254730068386,Female,Garissa,4,House,13kg,Afternoon,Firewood,101,Low Users
Susan Mugo,susan.mugo63@gmail.com,254750278036,Male,Kitui,7,Business,13kg,Afternoon,Electricity,24,Heavy Users
Michael Ngugi,michael.ngugi60@gmail.com,254753828365,Male,Elgeyo Marakwet,4,Bedsitter,6kg,Evening,Charcoal,106,Low Users
Mark Cheruiyot,mark.cheruiyot9@gmail.com,254778607231,Female,Nyamira,2,Business,13kg,Morning,Firewood,145,At-Risk
Paul Karanja,paul.karanja15@gmail.com,254711533517,Female,Kisumu,4,Business,Other,Evening,None,94,Low Users
John Achieng,john.achieng84@gmail.com,254774273545,Male,Mandera,10,House,13kg,Afternoon,Charcoal,41,Heavy Users
Agnes Mutua,agnes.mutua52@gmail.com,254789006167,Male,Nairobi,3,Bedsitter,13kg,Evening,Electricity,87,Regular Users
Susan Achieng,susan.achieng2@gmail.com,254725197581,Male,Kisumu,2,Apartment,13kg,Afternoon,Electricity,63,Regular Users
Susan Kiptoo,susan.kiptoo50@@gmail.com,254727234919,Female,Tana River,10,House,Other,Evening,Electricity,53,Regular Users
Paul Kibet,paul.kibet9@gmail.com,254762804034,Female,Homa Bay,10,Apartment,13kg,Evening,Charcoal,96,Low Users
Esther Kimani,esther.kimani32@gmail.com,254701640336,Male,Embu,5,Bedsitter,13kg,Afternoon,Charcoal,61,Regular Users
Jane Omondi,jane.omondi42@gmial.com,254755835612,Female,Nyeri,9,Business,13kg,Morning,Firewood,125,At-Risk
Robert Mwangi,robert.mwangi71@gmail.com,254726917661,Male,Bomet,9,Bedsitter,6kg,Morning,Charcoal,114,Low Users
David Onyango,david.onyango25@gmail.com,254772189304,Female,Busia,6,House,50kg,Morning,None,87,Regular Users
Mercy Kibet,mercy.kibet7@gmail.com,254799718513,Female,Bomet,8,House,13kg,Afternoon,Firewood,147,At-Risk
Daniel Kimani,daniel.kimani98@gmail.com,254738041192,Female,Lamu,5,House,13kg,Morning,Electricity,104,Low Users
Esther Kuria,esther.kuria36@gmail.com,254735894463,Male,Nairobi,8,Bedsitter,Other,Afternoon,Charcoal,102,Low Users
Agnes Kimani,agnes.kimani28@gmail.com,254772594099,Male,Wajir,2,Apartment,13kg,Evening,Electricity,114,Low Users
Susan Njoroge,susan.njoroge65@gmail.com,254768658856,Female,Tana River,3,Bedsitter,50kg,Afternoon,Charcoal,51,Regular Users
Faith Achieng,faith.achieng97@gmail.com,254767980548,Female,Mombasa,7,Business,13kg,Evening,Charcoal,85,Regular Users
James Kiptoo,james.kiptoo23@gmail.com,254770821060,Female,Nairobi,1,House,13kg,Evening,Charcoal,135,At-Risk
John Mwangi,john.mwangi47@gmail.com,254706737954,Female,Isiolo,5,Business,6kg,Morning,Electricity,149,At-Risk
Robert Achieng,robert.achieng84@gmail.com,254724275001,Male,Nairobi,5,House,13kg,Evening,Charcoal,79,Regular Users
David Kiptoo,david.kiptoo21gmail.com,254780707533,Female,Kitui,2,Bedsitter,13kg,Morning,Electricity,36,Heavy Users
Esther Kuria,esther.kuria63@gmail.com,254799202902,Female,Kwale,7,House,13kg,Evening,Charcoal,115,Low Users
Daniel Njoroge,daniel.njoroge10@gmail.com,254728187226,Female,Busia,4,House,Other,Evening,Kerosene,35,Heavy Users
Paul Onyango,paul.onyango41@gmail.com,254784530768,Male,Nyamira,4,Bedsitter,13kg,Afternoon,Charcoal,65,Regular Users
Mark Njoroge,mark.njoroge93@gmail.com,254757271707,Male,Kitui,4,Apartment,13kg,Morning,Charcoal,126,At-Risk
Joseph Kuria,joseph.kuria16@gmail.com,254773689064,Female,Kakamega,6,Bedsitter,13kg,Morning,Firewood,107,Low Users
James Kibet,james.kibet44@gmail.com,254753070815,Female,Nakuru,1,Apartment,13kg,Evening,Firewood,148,At-Risk
Mary Onyango,mary.onyango41@gmail.com,254773770451,Male,Kitui,10,Business,13kg,Morning,None,138,At-Risk
Grace Mutua,grace.mutua2@gmail.com,254754236188,Male,Uasin Gishu,2,House,13kg,Afternoon,Charcoal,104,Low Users
Michael Kimani,michael.kimani5@gmail.com,254782281345,Female,Busia,2,Business,13kg,Evening,Electricity,23,Heavy Users
David Njoroge,david.njoroge42@gmail.com,254740352379,Female,Machakos,9,Business,6kg,Afternoon,Charcoal,90,Regular Users
Paul Otieno,paul.otieno69@gmail.com,254702972531,Female,Kajiado,1,Bedsitter,13kg,Morning,None,130,At-Risk
Esther Omondi,esther.omondi3@gmail.com,254705216443,Female,Garissa,1,Apartment,13kg,Evening,Charcoal,69,Regular Users
Susan Achieng,susan.achieng4@gmail.com,254789812003,Female,Elgeyo Marakwet,4,Bedsitter,13kg,Afternoon,Firewood,114,Low Users
Faith Ngugi,faith.ngugi35@gmail.com,254710442323,Female,Taita Taveta,1,Bedsitter,13kg,Morning,Electricity,111,Low Users
Mark Achieng,mark.achieng47@gmail.com,254763928723,Male,Nairobi,3,Business,13kg,Afternoon,Electricity,84,Regular Users
Robert Ngugi,robert.ngugi85@gmail.com,254746831182,Female,Kirinyaga,3,Business,13kg,Evening,None,66,Regular Users
David Kibet,david.kibet21@gmail.com,254755529876,Male,Embu,2,Business,13kg,Morning,Firewood,125,At-Risk
Joseph Njoroge,joseph.njoroge23@gmail.com,254741529273,Male,Nairobi,3,House,Other,Evening,None,149,At-Risk
Paul Muriuki,paul.muriuki75@gmail.com,254731675134,Female,Nairobi,3,Bedsitter,13kg,Morning,Charcoal,125,At-Risk
David Kimani,david.kimani69gmail.com,254761566316,Female,Wajir,10,Bedsitter,6kg,Afternoon,Firewood,43,Heavy Users
Faith Onyango,faith.onyango4@gmail.com,254787564937,Male,Nyeri,3,Bedsitter,13kg,Afternoon,Firewood,23,Heavy Users
Esther Omondi,esther.omondi7@gmail.com,254703008565,Female,Samburu,8,Apartment,13kg,Evening,None,127,At-Risk
Lilian Muriuki,lilian.muriuki21@gmail.com,254731489350,Male,Machakos,10,House,13kg,Afternoon,Charcoal,38,Heavy Users
